,local_filepath,filename,label,xmin,xmax,ymin,ymax,pipe_id,dt,side,passnum,cam,video_name,frame
10,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152710_BOX_1_0_23_gum.png,1000_20240515152710_BOX_1_0_23_gum.png,gum,0,175,2532,2748,1000,20240515152710,BOX,1,0,1000_20240515152710_BOX_1_0_23_gum.png,23
11,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152718_BOX_1_0_33_gum.png,1000_20240515152718_BOX_1_0_33_gum.png,gum,276,480,2404,2620,1000,20240515152718,BOX,1,0,1000_20240515152718_BOX_1_0_33_gum.png,33
12,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152729_BOX_1_0_43_gum.png,1000_20240515152729_BOX_1_0_43_gum.png,gum,624,828,2307,2523,1000,20240515152729,BOX,1,0,1000_20240515152729_BOX_1_0_43_gum.png,43
13,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152737_BOX_1_0_53_gum.png,1000_20240515152737_BOX_1_0_53_gum.png,gum,997,1201,2251,2467,1000,20240515152737,BOX,1,0,1000_20240515152737_BOX_1_0_53_gum.png,53
14,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152746_BOX_1_0_63_gum.png,1000_20240515152746_BOX_1_0_63_gum.png,gum,1371,1597,2302,2518,1000,20240515152746,BOX,1,0,1000_20240515152746_BOX_1_0_63_gum.png,63
15,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152755_BOX_1_0_74_gum.png,1000_20240515152755_BOX_1_0_74_gum.png,gum,1744,1970,2384,2600,1000,20240515152755,BOX,1,0,1000_20240515152755_BOX_1_0_74_gum.png,74
16,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152804_BOX_1_0_85_gum.png,1000_20240515152804_BOX_1_0_85_gum.png,gum,2102,2328,2522,2738,1000,20240515152804,BOX,1,0,1000_20240515152804_BOX_1_0_85_gum.png,85
17,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152812_BOX_1_0_92_gum.png,1000_20240515152812_BOX_1_0_92_gum.png,gum,2271,2497,2650,2866,1000,20240515152812,BOX,1,0,1000_20240515152812_BOX_1_0_92_gum.png,92
18,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152824_BOX_1_0_50_black_tape.png,1000_20240515152824_BOX_1_0_50_black_tape.png,black_tape,15,277,1939,2131,1000,20240515152824,BOX,1,0,1000_20240515152824_BOX_1_0_50_black_tape.png,50
19,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152832_BOX_1_0_59_black_tape.png,1000_20240515152832_BOX_1_0_59_black_tape.png,black_tape,340,602,1861,2053,1000,20240515152832,BOX,1,0,1000_20240515152832_BOX_1_0_59_black_tape.png,59
20,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152840_BOX_1_0_60_black_tape.png,1000_20240515152840_BOX_1_0_60_black_tape.png,black_tape,450,712,1847,2039,1000,20240515152840,BOX,1,0,1000_20240515152840_BOX_1_0_60_black_tape.png,60
21,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152849_BOX_1_0_71_black_tape.png,1000_20240515152849_BOX_1_0_71_black_tape.png,black_tape,956,1241,1775,1985,1000,20240515152849,BOX,1,0,1000_20240515152849_BOX_1_0_71_black_tape.png,71
22,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152858_BOX_1_0_82_black_tape.png,1000_20240515152858_BOX_1_0_82_black_tape.png,black_tape,1478,1763,1806,2016,1000,20240515152858,BOX,1,0,1000_20240515152858_BOX_1_0_82_black_tape.png,82
23,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152907_BOX_1_0_93_black_tape.png,1000_20240515152907_BOX_1_0_93_black_tape.png,black_tape,2000,2284,1918,2128,1000,20240515152907,BOX,1,0,1000_20240515152907_BOX_1_0_93_black_tape.png,93
24,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152916_BOX_1_0_99_black_tape.png,1000_20240515152916_BOX_1_0_99_black_tape.png,black_tape,2255,2539,2000,2210,1000,20240515152916,BOX,1,0,1000_20240515152916_BOX_1_0_99_black_tape.png,99
25,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152924_BOX_1_0_100_black_tape.png,1000_20240515152924_BOX_1_0_100_black_tape.png,black_tape,2296,2522,2000,2210,1000,20240515152924,BOX,1,0,1000_20240515152924_BOX_1_0_100_black_tape.png,100
26,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152933_BOX_1_0_101_black_tape.png,1000_20240515152933_BOX_1_0_101_black_tape.png,black_tape,2296,2522,2077,2287,1000,20240515152933,BOX,1,0,1000_20240515152933_BOX_1_0_101_black_tape.png,101
27,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152942_BOX_1_0_58_leaf.png,1000_20240515152942_BOX_1_0_58_leaf.png,leaf,25,178,2665,2811,1000,20240515152942,BOX,1,0,1000_20240515152942_BOX_1_0_58_leaf.png,58
28,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152950_BOX_1_0_68_leaf.png,1000_20240515152950_BOX_1_0_68_leaf.png,leaf,291,488,2517,2674,1000,20240515152950,BOX,1,0,1000_20240515152950_BOX_1_0_68_leaf.png,68
29,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515152959_BOX_1_0_78_leaf.png,1000_20240515152959_BOX_1_0_78_leaf.png,leaf,588,785,2430,2587,1000,20240515152959,BOX,1,0,1000_20240515152959_BOX_1_0_78_leaf.png,78
30,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153008_BOX_1_0_89_leaf.png,1000_20240515153008_BOX_1_0_89_leaf.png,leaf,997,1194,2379,2536,1000,20240515153008,BOX,1,0,1000_20240515153008_BOX_1_0_89_leaf.png,89
31,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153017_BOX_1_0_99_leaf.png,1000_20240515153017_BOX_1_0_99_leaf.png,leaf,1335,1532,2389,2546,1000,20240515153017,BOX,1,0,1000_20240515153017_BOX_1_0_99_leaf.png,99
32,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153029_BOX_1_0_109_leaf.png,1000_20240515153029_BOX_1_0_109_leaf.png,leaf,1673,1870,2471,2628,1000,20240515153029,BOX,1,0,1000_20240515153029_BOX_1_0_109_leaf.png,109
33,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153038_BOX_1_0_119_leaf.png,1000_20240515153038_BOX_1_0_119_leaf.png,leaf,2000,2197,2578,2736,1000,20240515153038,BOX,1,0,1000_20240515153038_BOX_1_0_119_leaf.png,119
34,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153046_BOX_1_0_129_leaf.png,1000_20240515153046_BOX_1_0_129_leaf.png,leaf,2215,2412,2732,2889,1000,20240515153046,BOX,1,0,1000_20240515153046_BOX_1_0_129_leaf.png,129
35,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153055_BOX_1_0_136_leaf.png,1000_20240515153055_BOX_1_0_136_leaf.png,leaf,2316,2513,2834,2992,1000,20240515153055,BOX,1,0,1000_20240515153055_BOX_1_0_136_leaf.png,136
36,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153104_BOX_1_0_137_leaf.png,1000_20240515153104_BOX_1_0_137_leaf.png,leaf,0,233,2302,2518,1000,20240515153104,BOX,1,0,1000_20240515153104_BOX_1_0_137_leaf.png,137
37,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153113_BOX_1_0_140_leaf.png,1000_20240515153113_BOX_1_0_140_leaf.png,leaf,97,330,2271,2487,1000,20240515153113,BOX,1,0,1000_20240515153113_BOX_1_0_140_leaf.png,140
38,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153122_BOX_1_0_145_leaf.png,1000_20240515153122_BOX_1_0_145_leaf.png,leaf,260,494,2189,2405,1000,20240515153122,BOX,1,0,1000_20240515153122_BOX_1_0_145_leaf.png,145
39,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153130_BOX_1_0_150_leaf.png,1000_20240515153130_BOX_1_0_150_leaf.png,leaf,496,729,2143,2359,1000,20240515153130,BOX,1,0,1000_20240515153130_BOX_1_0_150_leaf.png,150
40,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153140_BOX_1_0_160_leaf.png,1000_20240515153140_BOX_1_0_160_leaf.png,leaf,890,1123,2087,2303,1000,20240515153140,BOX,1,0,1000_20240515153140_BOX_1_0_160_leaf.png,160
41,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153149_BOX_1_0_168_leaf.png,1000_20240515153149_BOX_1_0_168_leaf.png,leaf,1263,1497,2118,2334,1000,20240515153149,BOX,1,0,1000_20240515153149_BOX_1_0_168_leaf.png,168
42,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153157_BOX_1_0_178_leaf.png,1000_20240515153157_BOX_1_0_178_leaf.png,leaf,1688,1921,2138,2354,1000,20240515153157,BOX,1,0,1000_20240515153157_BOX_1_0_178_leaf.png,178
43,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153206_BOX_1_0_181_leaf.png,1000_20240515153206_BOX_1_0_181_leaf.png,leaf,1811,2044,2189,2405,1000,20240515153206,BOX,1,0,1000_20240515153206_BOX_1_0_181_leaf.png,181
44,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153215_BOX_1_0_186_leaf.png,1000_20240515153215_BOX_1_0_186_leaf.png,leaf,1980,2213,2251,2467,1000,20240515153215,BOX,1,0,1000_20240515153215_BOX_1_0_186_leaf.png,186
45,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153224_BOX_1_0_188_leaf.png,1000_20240515153224_BOX_1_0_188_leaf.png,leaf,2087,2320,2282,2497,1000,20240515153224,BOX,1,0,1000_20240515153224_BOX_1_0_188_leaf.png,188
46,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153233_BOX_1_0_196_leaf.png,1000_20240515153233_BOX_1_0_196_leaf.png,leaf,2291,2524,2394,2610,1000,20240515153233,BOX,1,0,1000_20240515153233_BOX_1_0_196_leaf.png,196
47,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153241_BOX_1_0_140_blue_tape.png,1000_20240515153241_BOX_1_0_140_blue_tape.png,blue_tape,40,420,1325,1651,1000,20240515153241,BOX,1,0,1000_20240515153241_BOX_1_0_140_blue_tape.png,140
48,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153250_BOX_1_0_145_blue_tape.png,1000_20240515153250_BOX_1_0_145_blue_tape.png,blue_tape,286,665,1263,1590,1000,20240515153250,BOX,1,0,1000_20240515153250_BOX_1_0_145_blue_tape.png,145
49,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153300_BOX_1_0_150_blue_tape.png,1000_20240515153300_BOX_1_0_150_blue_tape.png,blue_tape,557,936,1212,1539,1000,20240515153300,BOX,1,0,1000_20240515153300_BOX_1_0_150_blue_tape.png,150
50,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153309_BOX_1_0_160_blue_tape.png,1000_20240515153309_BOX_1_0_160_blue_tape.png,blue_tape,1176,1556,1222,1549,1000,20240515153309,BOX,1,0,1000_20240515153309_BOX_1_0_160_blue_tape.png,160
51,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153318_BOX_1_0_168_blue_tape.png,1000_20240515153318_BOX_1_0_168_blue_tape.png,blue_tape,1708,2088,1268,1595,1000,20240515153318,BOX,1,0,1000_20240515153318_BOX_1_0_168_blue_tape.png,168
52,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153327_BOX_1_0_178_blue_tape.png,1000_20240515153327_BOX_1_0_178_blue_tape.png,blue_tape,2188,2568,1412,1738,1000,20240515153327,BOX,1,0,1000_20240515153327_BOX_1_0_178_blue_tape.png,178
53,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153335_BOX_1_0_140_gum.png,1000_20240515153335_BOX_1_0_140_gum.png,gum,0,247,1739,1932,1000,20240515153335,BOX,1,0,1000_20240515153335_BOX_1_0_140_gum.png,140
54,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153344_BOX_1_0_145_gum.png,1000_20240515153344_BOX_1_0_145_gum.png,gum,194,442,1673,1865,1000,20240515153344,BOX,1,0,1000_20240515153344_BOX_1_0_145_gum.png,145
55,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153353_BOX_1_0_150_gum.png,1000_20240515153353_BOX_1_0_150_gum.png,gum,445,693,1652,1845,1000,20240515153353,BOX,1,0,1000_20240515153353_BOX_1_0_150_gum.png,150
56,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153402_BOX_1_0_160_gum.png,1000_20240515153402_BOX_1_0_160_gum.png,gum,972,1249,1601,1794,1000,20240515153402,BOX,1,0,1000_20240515153402_BOX_1_0_160_gum.png,160
57,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153411_BOX_1_0_168_gum.png,1000_20240515153411_BOX_1_0_168_gum.png,gum,1458,1735,1616,1809,1000,20240515153411,BOX,1,0,1000_20240515153411_BOX_1_0_168_gum.png,168
58,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153420_BOX_1_0_178_gum.png,1000_20240515153420_BOX_1_0_178_gum.png,gum,1980,2257,1714,1906,1000,20240515153420,BOX,1,0,1000_20240515153420_BOX_1_0_178_gum.png,178
59,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153429_BOX_1_0_181_gum.png,1000_20240515153429_BOX_1_0_181_gum.png,gum,2108,2385,1749,1942,1000,20240515153429,BOX,1,0,1000_20240515153429_BOX_1_0_181_gum.png,181
60,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153438_BOX_1_0_186_gum.png,1000_20240515153438_BOX_1_0_186_gum.png,gum,2260,2537,1841,2034,1000,20240515153438,BOX,1,0,1000_20240515153438_BOX_1_0_186_gum.png,186
61,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153447_BOX_1_0_145_black_tape.png,1000_20240515153447_BOX_1_0_145_black_tape.png,black_tape,61,302,1632,1830,1000,20240515153447,BOX,1,0,1000_20240515153447_BOX_1_0_145_black_tape.png,145
62,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153456_BOX_1_0_150_black_tape.png,1000_20240515153456_BOX_1_0_150_black_tape.png,black_tape,322,562,1616,1815,1000,20240515153456,BOX,1,0,1000_20240515153456_BOX_1_0_150_black_tape.png,150
63,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153504_BOX_1_0_160_black_tape.png,1000_20240515153504_BOX_1_0_160_black_tape.png,black_tape,915,1156,1545,1743,1000,20240515153504,BOX,1,0,1000_20240515153504_BOX_1_0_160_black_tape.png,160
64,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153514_BOX_1_0_168_black_tape.png,1000_20240515153514_BOX_1_0_168_black_tape.png,black_tape,1386,1627,1555,1753,1000,20240515153514,BOX,1,0,1000_20240515153514_BOX_1_0_168_black_tape.png,168
65,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153523_BOX_1_0_178_black_tape.png,1000_20240515153523_BOX_1_0_178_black_tape.png,black_tape,1923,2164,1632,1830,1000,20240515153523,BOX,1,0,1000_20240515153523_BOX_1_0_178_black_tape.png,178
66,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153533_BOX_1_0_181_black_tape.png,1000_20240515153533_BOX_1_0_181_black_tape.png,black_tape,2062,2302,1683,1881,1000,20240515153533,BOX,1,0,1000_20240515153533_BOX_1_0_181_black_tape.png,181
67,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153542_BOX_1_0_186_black_tape.png,1000_20240515153542_BOX_1_0_186_black_tape.png,black_tape,2261,2502,1714,1912,1000,20240515153542,BOX,1,0,1000_20240515153542_BOX_1_0_186_black_tape.png,186
68,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153551_BOX_1_0_150_blue_tape.png,1000_20240515153551_BOX_1_0_150_blue_tape.png,blue_tape,5,194,2389,2570,1000,20240515153551,BOX,1,0,1000_20240515153551_BOX_1_0_150_blue_tape.png,150
69,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153604_BOX_1_0_160_blue_tape.png,1000_20240515153604_BOX_1_0_160_blue_tape.png,blue_tape,363,552,2287,2467,1000,20240515153604,BOX,1,0,1000_20240515153604_BOX_1_0_160_blue_tape.png,160
70,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153613_BOX_1_0_168_blue_tape.png,1000_20240515153613_BOX_1_0_168_blue_tape.png,blue_tape,731,921,2195,2375,1000,20240515153613,BOX,1,0,1000_20240515153613_BOX_1_0_168_blue_tape.png,168
71,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153622_BOX_1_0_178_blue_tape.png,1000_20240515153622_BOX_1_0_178_blue_tape.png,blue_tape,1115,1305,2184,2365,1000,20240515153622,BOX,1,0,1000_20240515153622_BOX_1_0_178_blue_tape.png,178
72,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153631_BOX_1_0_181_blue_tape.png,1000_20240515153631_BOX_1_0_181_blue_tape.png,blue_tape,1258,1448,2184,2365,1000,20240515153631,BOX,1,0,1000_20240515153631_BOX_1_0_181_blue_tape.png,181
73,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153640_BOX_1_0_186_blue_tape.png,1000_20240515153640_BOX_1_0_186_blue_tape.png,blue_tape,1427,1617,2210,2391,1000,20240515153640,BOX,1,0,1000_20240515153640_BOX_1_0_186_blue_tape.png,186
74,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153649_BOX_1_0_188_blue_tape.png,1000_20240515153649_BOX_1_0_188_blue_tape.png,blue_tape,1529,1719,2215,2396,1000,20240515153649,BOX,1,0,1000_20240515153649_BOX_1_0_188_blue_tape.png,188
75,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153658_BOX_1_0_196_blue_tape.png,1000_20240515153658_BOX_1_0_196_blue_tape.png,blue_tape,1816,2006,2276,2457,1000,20240515153658,BOX,1,0,1000_20240515153658_BOX_1_0_196_blue_tape.png,196
76,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153706_BOX_1_0_200_blue_tape.png,1000_20240515153706_BOX_1_0_200_blue_tape.png,blue_tape,1975,2164,2338,2519,1000,20240515153706,BOX,1,0,1000_20240515153706_BOX_1_0_200_blue_tape.png,200
77,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153714_BOX_1_0_207_blue_tape.png,1000_20240515153714_BOX_1_0_207_blue_tape.png,blue_tape,2210,2399,2430,2611,1000,20240515153714,BOX,1,0,1000_20240515153714_BOX_1_0_207_blue_tape.png,207
78,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153723_BOX_1_0_209_blue_tape.png,1000_20240515153723_BOX_1_0_209_blue_tape.png,blue_tape,2292,2481,2486,2667,1000,20240515153723,BOX,1,0,1000_20240515153723_BOX_1_0_209_blue_tape.png,209
79,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153731_BOX_1_0_212_blue_tape.png,1000_20240515153731_BOX_1_0_212_blue_tape.png,blue_tape,2321,2511,2548,2728,1000,20240515153731,BOX,1,0,1000_20240515153731_BOX_1_0_212_blue_tape.png,212
80,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153739_BOX_1_0_182_black_tape.png,1000_20240515153739_BOX_1_0_182_black_tape.png,black_tape,10,418,1770,2079,1000,20240515153739,BOX,1,0,1000_20240515153739_BOX_1_0_182_black_tape.png,182
81,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153749_BOX_1_0_186_black_tape.png,1000_20240515153749_BOX_1_0_186_black_tape.png,black_tape,199,607,1703,2013,1000,20240515153749,BOX,1,0,1000_20240515153749_BOX_1_0_186_black_tape.png,186
82,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153758_BOX_1_0_188_black_tape.png,1000_20240515153758_BOX_1_0_188_black_tape.png,black_tape,276,684,1693,2002,1000,20240515153758,BOX,1,0,1000_20240515153758_BOX_1_0_188_black_tape.png,188
83,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153806_BOX_1_0_196_black_tape.png,1000_20240515153806_BOX_1_0_196_black_tape.png,black_tape,654,1063,1652,1961,1000,20240515153806,BOX,1,0,1000_20240515153806_BOX_1_0_196_black_tape.png,196
84,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153815_BOX_1_0_200_black_tape.png,1000_20240515153815_BOX_1_0_200_black_tape.png,black_tape,880,1288,1627,1936,1000,20240515153815,BOX,1,0,1000_20240515153815_BOX_1_0_200_black_tape.png,200
85,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153823_BOX_1_0_207_black_tape.png,1000_20240515153823_BOX_1_0_207_black_tape.png,black_tape,1274,1682,1657,1966,1000,20240515153823,BOX,1,0,1000_20240515153823_BOX_1_0_207_black_tape.png,207
86,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153831_BOX_1_0_209_black_tape.png,1000_20240515153831_BOX_1_0_209_black_tape.png,black_tape,1417,1825,1662,1972,1000,20240515153831,BOX,1,0,1000_20240515153831_BOX_1_0_209_black_tape.png,209
87,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153839_BOX_1_0_212_black_tape.png,1000_20240515153839_BOX_1_0_212_black_tape.png,black_tape,1570,1979,1698,2007,1000,20240515153839,BOX,1,0,1000_20240515153839_BOX_1_0_212_black_tape.png,212
88,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153848_BOX_1_0_214_black_tape.png,1000_20240515153848_BOX_1_0_214_black_tape.png,black_tape,1637,2045,1698,2007,1000,20240515153848,BOX,1,0,1000_20240515153848_BOX_1_0_214_black_tape.png,214
89,c:\Users\Administrator\Desktop\notebooks-for-ml-ops\May15-tape-exp-data\1000_20240515153857_BOX_1_0_221_black_tape.png,1000_20240515153857_BOX_1_0_221_black_tape.png,black_tape,1975,2383,1755,2064,1000,20240515153857,BOX,1,0,1000_20240515153857_BOX_1_0_221_black_tape.png,221
